sentence_index,word_index,word,lex
7212,81,كملت,كَمَّل
7212,82,دربي,دَرب
7212,83,للخيمة,خَيمَة
7212,84,و,وَ
7212,85,دخلت,دَخَل
7212,86,فصخت,فَصَّخ
7212,87,عبايتي,عَبايَة
7212,88,و,وَ
7212,89,شيلتي,شَيلَة
7212,90,و,وَ
7212,91,حطيتهم,حَطّ
7212,92,عطرف,طَرف
7212,93,.,.
7212,94,.,.
7212,95,احس,حَسّ
7212,96,التعب,تَعَب
7212,97,زاد,زاد
7212,98,علي,عَلَى
7212,99,بس,بَسّ
7212,100,سكت,سَكَت
7212,101,و,وَ
7212,102,تحملت,تِحَمَّل
7212,103,بعد,بَعِد
7212,104,كل,كِلّ
7212,105,التعب,تَعَب
7212,106,اروح,راح
7212,107,اقعد,قَعَد
7212,108,طبعا,طَبع
7212,109,لا,لا
7212,110,.,.
7212,111,.,.
7213,0,،,،
7214,0,فتحت,فَتَح
7214,1,عيني,عَين
7214,2,عالمنبه,مِنَبِّه
7214,3,اللي,اِللِي
7214,4,متأكدة,مِتأَكِّد
7214,5,انه,اِنّ
7214,6,دق,دَقّ
7214,7,اكثر,اَكثَر
7214,8,من,مِن
7214,9,مرتين,مَرَّة
7214,10,بسبب,سَبَب
7214,11,نومي,نَوم
7214,12,الثقيل,ثِقِيل
7214,13,قمت,قام
7214,14,و,وَ
7214,15,انا,اَنا
7214,16,احس,حَسّ
7214,17,بالتعب,تَعَب
7214,18,ينهش,نَهَش
7214,19,عظامي,عَظمَة
7214,20,قمت,قام
7214,21,تسبحت,تِسَبَّح
7214,22,و,وَ
7214,23,تلبست,تِلَبَّس
7214,24,و,وَ
7214,25,رحت,راح
7214,26,تريقيت,تِرَيَّق
7214,27,ويا,وَيّا
7214,28,منصور,مَنصُور
7214,29,و,وَ
7214,30,نهيان,نَهيان
7214,31,اللي,اِللِي
7214,32,بيسير,سار
7214,33,شغله,شُغل
7214,34,و,وَ
7214,35,منصور,مَنصُور
7214,36,بيوصلني,وَصَّل
7214,37,عشان,عَشان
7214,38,امتحن,اِمتَحَن
7214,39,باركن,باركِن
7214,40,.,.
7214,41,.,.
7214,42,طول,طُول
7214,43,الدرب,دَرب
7214,44,و,وَ
7214,45,انا,اَنا
7214,46,ساكتة,ساكِت
7214,47,بس,بَسّ
7214,48,ابي,بِغِي
7214,49,ارجع,رَجَع
7214,50,و,وَ
7214,51,ارقد,رَقَد
7214,52,رقاد,رِقاد
7214,53,طويل,طِوِيل
7214,54,.,.
7214,55,.,.
7215,0,حاولت,حاوَل
7215,1,اركز,رَكَّز
7215,2,فامتحان,اِمتَحان
7215,3,الباركن,باركِن
7215,4,و,وَ
7215,5,الحمد,حَمد
7215,6,لله,اللّٰه
7215,7,نجحت,نَجَح
7215,8,.,.
7215,9,.,.
7215,10,اقترح,اِقتَرَح
7215,11,منصور,مَنصُور
7215,12,انه,اِنّ
7215,13,نظهر,ظَهَر
7215,14,مكان,مَكان
7215,15,ثاني,ثانِي
7215,16,بس,بَسّ
7215,17,خبرته,خَبَّر
7215,18,عن,عَن
7215,19,تعبي,تَعَب
7215,20,و,وَ
7215,21,رجعني,رَجَع
7215,22,البيت,بَيت
7215,23,و,وَ
7215,24,ما,ما
7215,25,تناقشت,تَناقَش
7215,26,ويا,وَيّا
7215,27,احد,اَحَد
7215,28,رحت,راح
7215,29,رقدت,رَقَد
7215,30,على,عَلَى
7215,31,طول,طُول
7215,32,هاي,هاي
7215,33,الاعراض,عَرَض
7215,34,ما,ما
7215,35,تبشر,بَشَّر
7215,36,بخير,خَير
7215,37,احس,حَسّ
7215,38,اني,اِنّ
7215,39,باسخن,سَخَّن
7215,40,او,اَو
7215,41,باطيح,طاح
7215,42,من,مِن
7215,43,تعبي,تَعَب
7215,44,من,مِن
7215,45,زمان,زَمان
7215,46,ما,ما
7215,47,تعبت,تَعَب
7215,48,كذا,كِذا
7215,49,.,.
7215,50,.,.
7215,51,استسلمت,اِستَسلَم
7215,52,للنوم,نَوم
7215,53,بدون,دُون
7215,54,اي,اَيّ
7215,55,مقاومة,مُقاوَمَة
7215,56,او,اَو
7215,57,اي,اَيّ
7215,58,فكرة,فِكرَة
7215,59,تخرب,خَرَّب
7215,60,نومي,نَوم
7215,61,.,.
7215,62,.,.
7217,0,لا,لا
7217,1,احلل,حَلَّل
7217,2,مسح,مَسَح
7217,3,اسمي,اِسِم
7217,4,من,مِن
7217,5,على,عَلَى
7217,6,الرواية,رِوايَة
7217,7,.,.
7217,8,.,.
7218,0,تجميعي,تَجمِيعِي
7218,1,:,:
7218,2,♫,♫
7218,3,معزوفة,مَعزُوفَة
7218,4,حنين,حَنِين
7218,5,♫,♫
7218,6,.,.
7218,7,.,.
7220,0,الفصل,فَصل
7220,1,الثامن,ثامِن
7221,0,(,(
7221,1,الم,اَلَم
7221,2,),)
7222,0,فتحت,فَتَح
7222,1,عيني,عَين
7222,2,عشي,شَي
7222,3,بارد,بارِد
7222,4,عجبهتي,جَبهَة
7222,5,ارتجف,اِرتَجَف
7222,6,كل,كِلّ
7222,7,جسمي,جِسم
7222,8,منه,مِن
7222,9,وسمعت,سَمَع
7222,10,اصوات,صَوت
7223,0,منصور,مَنصُور
7223,1,:,:
7223,2,نزلت,نِزَل
7223,3,حرارتها,حَرارَة
7223,4,امي,اُمّ
7223,5,!,!
7223,6,!,!
7224,0,امي,اُمّ
7224,1,:,:
7224,2,هب,هُب
7224,3,واجد,واجِد
7224,4,،,،
7224,5,ها,ها
7224,6,قامت,قام
7224,7,ميرة,مِيرَة
7224,8,يا,يا
7224,9,امه,اُمّ
7224,10,قومي,قام
7225,0,منصور,مَنصُور
7225,1,:,:
7225,2,ميرة,مِيرَة
7225,3,قومي,قام
7225,4,خليني,خَلَّى
7225,5,اوديج,وَدَّى
7225,6,المستشفى,مِستَشفَى
7225,7,قومي,قام
7226,0,حاولت,حاوَل
7226,1,استوعب,اِستَوعَب
7226,2,.,.
7226,3,حرارة,حَرارَة
7226,4,ومستشفى,مِستَشفَى
7226,5,!,!
7226,6,!,!
7226,7,انا,اَنا
7226,8,من,مِن
7226,9,متى,مَتَى
7226,10,راقدة,راقِد
7226,11,احس,حَسّ
7226,12,بالتعب,تَعَب
7226,13,ينهش,نَهَش
7226,14,جسمي,جِسم
7226,15,لين,لِين
7226,16,الحينة,حِينَة
7226,17,ما,ما
7226,18,في,فِي
7226,19,حيل,حِيل
7226,20,اتحرك,تِحَرَّك
7226,21,،,،
7226,22,كحيت,كَحّ
7226,23,بقوة,قُوَّة
7226,24,حسيت,حَسّ
7226,25,صدري,صَدر
7226,26,احترق,اِحتَرَق
7226,27,.,.
7226,28,.,.
7226,29,يا,يا
7226,30,ربي,رَبّ
7226,31,اكيد,اَكِيد
7226,32,فيني,فِي
7226,33,حمى,حُمَّى
7226,34,من,مِن
7226,35,كثر,كُثر
7226,36,ما,ما
7226,37,اضغط,ضَغَط
7226,38,ععمري,عُمر
7226,39,.,.
7226,40,.,.
7226,41,حسيت,حَسّ
7226,42,بحد,حَدّ
7226,43,يسحبني,سَحَب
7226,44,من,مِن
7226,45,ايدي,اِيد
7226,46,يقعدني,قَعَّد
7226,47,شوي,شُوَيّ
7226,48,شوي,شُوَيّ
7226,49,وقمت,قام
7226,50,اصحصح,صَحصَح
7226,51,بس,بَسّ
7226,52,التعب,تَعَب
7226,53,ما,ما
7226,54,راح,راح
7227,0,قلت,قال
7227,1,بتعب,تَعَب
7227,2,:,:
7227,3,منصور,مَنصُور
7227,4,هب,هُب
7227,5,الحينة,حِينَة
7228,0,منصور,مَنصُور
7228,1,:,:
7228,2,قومي,قام
7228,3,من,مِن
7228,4,البارحة,بارِحَة
7228,5,و,وَ
7228,6,انتي,اِنتِي
7228,7,راقدة,راقِد
7228,8,قومي,قام
7228,9,خليني,خَلَّى
7228,10,اوديج,وَدَّى
7228,11,المستشفى,مِستَشفَى
7228,12,كانت,كان
7228,13,حرارتج,حَرارَة
7228,14,اربعين,اَربَعيِن
7228,15,يلا,يَلّا
7229,0,امي,اُمّ
7229,1,مدت,مَدّ
7229,2,لي,لِ
7229,3,عبايتي,عَبايَة
7229,4,وشيلتي,شَيلَة
7229,5,:,:
7229,6,يلا,يَلّا
7229,7,امي,اُمّ
7229,8,عن,عَن
7229,9,تتعبين,تَعَب
7229,10,زيادة,زِيادَة
7229,11,يلا,يَلّا
7230,0,قمت,قام
7230,1,باستسلام,اِستِسلام
7230,2,و,وَ
7230,3,رحت,راح
7230,4,غسلت,غَسَل
7230,5,وجهي,وَجه
7230,6,و,وَ
7230,7,لبست,لَبَس
7230,8,عبايتي,عَبايَة
7230,9,وشيلتي,شَيلَة
7230,10,و,وَ
7230,11,رحت,راح
7230,12,لمنصور,مَنصُور
7230,13,اللي,اِللِي
7230,14,كان,كان
7230,15,يترجاني,تِرَجَّى
7230,16,فالسيارة,سِيّارَة
7230,17,.,.
7230,18,.,.
7230,19,ركبت,رَكَب
7230,20,بملل,مَلَل
7230,21,لأني,اَنّ
7230,22,ما,ما
7230,23,لي,لِ
7230,24,خلق,خُلق
7230,25,اشوف,شاف
7230,26,خلقة,خِلقَة
7230,27,دكتور,دُكتَور
7230,28,بس,بَسّ
7230,29,اعرف,عَرَف
7230,30,ما,ما
7230,31,بيرحمني,رَحَم
7230,32,منصور,مَنصُور
7230,33,الا,اِلّا
7230,34,اذا,اِذا
7230,35,وداني,وَدَّى
7230,36,المستشفى,مِستَشفَى
7230,37,.,.
7230,38,.,.
7231,0,وصلنا,وَصَل
7231,1,و,وَ
7231,2,دخلنا,دَخَل
7231,3,قسم,قِسم
7231,4,الطوارئ,طارِئَة
7231,5,و,وَ
7231,6,تمينا,تَمّ
7231,7,نترجا,تِرَجَّى
7231,8,فممرات,مَمَرّ
7231,9,المستشفى,مِستَشفَى
7231,10,و,وَ
7231,11,كل,كِلّ
7231,12,ما,ما
7231,13,مرت,مَرَّ
7231,14,من,مِن
7231,15,عندي,عِند
7231,16,ممرضة,مُمَرِّضَة
7231,17,بيدها,يَد
7231,18,ابرة,اِبرَة
7231,19,ادوخ,داخ
7231,20,و,وَ
7231,21,التفت,اِلتَفّ
7231,22,.,.
7231,23,.,.
7231,24,صرت,صار
7231,25,اطالع,طالَع
7231,26,الارض,اَرض
7231,27,بسبب,سَبَب
7231,28,حساسيتي,حَساسِيَّة
7231,29,اتجاه,اِتِّجاه
7231,30,ادوات,اَداة
7231,31,المستشفى,مِستَشفَى
7231,32,منها,مِن
7231,33,الابر,اِبرَة
7231,34,بشكل,شَكل
7231,35,خاص,خاصّ
7231,36,و,وَ
7231,37,الاجهزة,جِهاز
7231,38,تزرع,زَرَع
7231,39,فيني,فِي
7231,40,رعب,رُعب
7231,41,هب,هُب
7231,42,طبيعي,طَبِيعِي
7231,43,ما,ما
7231,44,ادري,دَرَى
7231,45,احس,حَسّ
7231,46,اذا,اِذا
7231,47,انحط,اِنحَطّ
7231,48,علي,عَلَى
7231,49,واحدة,واحِد
7231,50,من,مِن
7231,51,ها,ها
7231,52,الاجهزة,جِهاز
7231,53,باموت,مات
7231,54,!,!
7231,55,!,!
7231,56,بعد,بَعِد
7231,57,ما,ما
7231,58,ترجنا,تِرَجَّى
7231,59,عشر,عَشَر
7231,60,دقايق,دِقِيقَة
7231,61,دخلينا,دَخَل
7231,62,عند,عِند
7231,63,الدكتور,دُكتَور
7231,64,اللي,اِللِي
7231,65,مبين,مِبَيِّن
7231,66,عليه,عَلَى
7231,67,صغر,صِغِر
7231,68,سنه,سِنّ
7232,0,دكتور,دُكتَور
7232,1,:,:
7232,2,قولي,قال
7232,3,لي,لِ
7232,4,شو,شُو
7232,5,فيج,فِي
7232,6,؟,؟
7232,7,!,!
7233,0,قلت,قال
7233,1,بكسل,كَسَل
7233,2,و,وَ
7233,3,احس,حَسّ
7233,4,ما,ما
7233,5,لي,لِ
7233,6,خلقة,خُلقَة
7233,7,مول,مَول
7233,8,:,:
7233,9,حرارة,حَرارَة
7233,10,و,وَ
7233,11,كحة,كُحَّة
7234,0,جات,جا
7234,1,الممرضة,مُمَرِّض
7234,2,وقايست,قايَس
7234,3,حرارتي,حَرارَة
7234,4,و,وَ
7234,5,لما,لَمّا
7234,6,جات,جا
7234,7,تقيس,قاس
7234,8,ضغطي,ضَغط
7234,9,انفعلت,اِنفَعَل
7234,10,:,:
7234,11,وخري,وَخَّر
7234,12,عني,عَن
7234,13,ما,ما
7234,14,ابيه,بِغِي
7234,15,شيليه,شَلّ
7235,0,دكتور,دُكتَور
7235,1,استغرب,اِستَغرَب
7235,2,:,:
7235,3,ليش,لَيش
7235,4,؟,؟
7235,5,!,!
7235,6,خليها,خَلَّى
7235,7,تشوف,شاف
7235,8,ضغطج,ضَغط
7236,0,هزيت,هَزّ
7236,1,راسي,راس
7236,2,بالنفي,نَفي
7236,3,:,:
7236,4,ما,ما
7236,5,ابي,بِغِي
7237,0,منصور,مَنصُور
7237,1,:,:
7237,2,هه,هَه
7237,3,ما,ما
7237,4,تحب,حَبّ
7237,5,اجهزة,جِهاز
7237,6,المستشفى,مِستَشفَى
7238,0,دكتور,دُكتَور
7238,1,ابتسم,اِبتَسَم
7238,2,:,:
7238,3,ما,ما
7238,4,عليه,عَلَى
7238,5,ابي,بِغِي
7238,6,اتأكد,تِأَكَّد
7238,7,من,مِن
7238,8,ضغطج,ضَغط
7238,9,ضروري,ضَرُورِي
7239,0,منصور,مَنصُور
7239,1,:,:
7239,2,يلا,يَلّا
7239,3,مدي,مَدّ
7239,4,ايدج,اِيد
7239,5,و,وَ
7239,6,بلا,بَلا
7239,7,دلع,دَلَع
7240,0,:,:
7240,1,ما,ما
7240,2,ابي,بِغِي
7240,3,منصور,مَنصُور
7240,4,خلينا,خَلَّى
7240,5,نرد,رَدّ
7240,6,البيت,بَيت
7240,7,ما,ما
7240,8,ابي,بِغِي
7240,9,شي,شَي
7241,0,منصور,مَنصُور
7241,1,:,:
7241,2,ميرة,مِيرَة
7241,3,شبلاج,شبلاج
7241,4,الا,اِلّا
7241,5,هو,هُوَ
7241,6,جهاز,جِهاز
7241,7,ضغط,ضَغط
7242,0,:,:
7242,1,قلت,قال
7242,2,لك,لِ
7242,3,لا,لا
7243,0,دكتور,دُكتَور
7243,1,:,:
7243,2,خلاص,خَلاص
7243,3,خلاص,خَلاص
7243,4,.,.
7243,5,.,.
7243,6,"""",""""
7243,7,شاف,شاف
7243,8,اللي,اِللِي
7243,9,كتبته,كَتَب
7243,10,الممرضة,مُمَرِّض
7243,11,"""",""""
7243,12,حرارتج,حَرارَة
7243,13,39,ضIگIط
7244,0,منصور,مَنصُور
7244,1,:,:
7244,2,كانت,كان
7244,3,40,ضIگIط
7244,4,حاولنا,حاوَل
7244,5,ننزلها,نِزَل
7244,6,بكمادات,كِمادَة
7244,7,باردة,بارِد
7244,8,لأنها,اَنّ
7244,9,ما,ما
7244,10,طاعت,طاع
7244,11,تقوم,قام
7245,0,دكتور,دُكتَور
7245,1,هز,هَزّ
7245,2,راسه,راس
7245,3,بايجاب,اِيجاب
7245,4,:,:
7245,5,بنركب,رَكَّب
7245,6,لج,لِ
7245,7,سيروم,سَيرُوم
7246,0,طالعت,طالَع
7246,1,عيوني,عَين
7246,2,:,:
7246,3,ابرة,اِبرَة
7246,4,!,!
7246,5,!,!
7247,0,دكتور,دُكتَور
7247,1,ضحك,ضَحَك
7247,2,:,:
7247,3,ههه,هَهَه
7247,4,هيه,هَيه
7247,5,سيروم,سَيرُوم
7248,0,طالعت,طالَع
7248,1,منصور,مَنصُور
7248,2,:,:
7248,3,منصور,مَنصُور
7248,4,خلنا,خَلَّى
7248,5,نظهر,ظَهَر
7248,6,باخذ,اَخِذ
7248,7,لي,لِ
7248,8,بندول,بَنَدُول
7248,9,و,وَ
7248,10,ما,ما
7248,11,بيصير,صار
7248,12,فيني,فِي
7248,13,شي,شَي
7249,0,دكتور,دُكتَور
7249,1,بجدية,جِدِّيَّة
7249,2,:,:
7249,3,حرارتج,حَرارَة
7249,4,40,ضIگIط
7249,5,خطر,خَطَر
7249,6,تتعدى,تَعَدَّى
7249,7,الاربعين,اَربَعيِن
7249,8,لازم,لازِم
7249,9,احط,حَطّ
7249,10,لج,لِ
7249,11,سيروم,سَيرُوم
7250,0,منصور,مَنصُور
7250,1,:,:
7250,2,ميرة,مِيرَة
7250,3,كلها,كِلّ
7250,4,وخزة,وَخزَة
7250,5,ابرة,اِبرَة
7250,6,ما,ما
7250,7,بيسوي,سَوَّى
7250,8,شي,شَي
7251,0,سحبوني,سَحَب
7251,1,للحجرة,حُجرَة
7251,2,بعد,بَعِد
7251,3,ما,ما
7251,4,احتجيت,اِحتَجّ
7251,5,و,وَ
7251,6,حاولت,حاوَل
7251,7,فمنصور,مَنصُور
7251,8,بس,بَسّ
7251,9,ما,ما
7251,10,في,فِي
7251,11,فايدة,فايدَة
7251,12,و,وَ
7251,13,الدكتور,دُكتَور
7251,14,عنيد,عَنِيد
7251,15,،,،
7251,16,و,وَ
7251,17,رقدوني,رَقَد
7251,18,عالسرير,سِرِير
7251,19,من,مِن
7251,20,كثر,كُثر
7251,21,خوفي,خَوف
7251,22,حتى,حَتَّى
7251,23,نسيت,نِسَى
7251,24,تعب,تَعَب
7251,25,جسمي,جِسم
7251,26,و,وَ
7251,27,حرارتي,حَرارَة
7251,28,لأنه,اَنّ
7251,29,الخوف,خَوف
7251,30,هذا,هَذا
7251,31,اكبر,اَكبَر
7251,32,من,مَن
7251,33,تعبني,تَعَب
7251,34,انا,اَنا
7251,35,اخاف,خاف
7251,36,من,مِن
7251,37,ها,ها
7251,38,الاشياء,شَيء
7251,39,.,.
7251,40,.,.
7251,41,قربت,قَرَّب
7251,42,الممرضة,مُمَرِّض
7251,43,و,وَ
7251,44,بيدها,يَد
7251,45,ابرة,اِبرَة
7251,46,السيروم,سَيرُوم
7251,47,و,وَ
7251,48,علبة,عِلبَة
7251,49,شفافة,شَفّاف
7251,50,فيها,فِي
7251,51,سائل,سائِل
7251,52,شفاف,شَفّاف
7251,53,علقته,عَلَّق
7251,54,ععمود,عَمُود
7251,55,كان,كان
7251,56,عطرف,طَرف
7251,57,اليمين,يِمِين
7251,58,للسرير,سِرِير
7251,59,و,وَ
7251,60,سحبت,سَحَب
7251,61,ايدي,اِيد
7251,62,وهي,هِيَ
7251,63,تبتسم,اِبتَسَم
7251,64,بس,بَسّ
7251,65,سحبت,سَحَب
7251,66,ايدي,اِيد
7251,67,عنها,عَن
7251,68,.,.
7251,69,.,.
7251,70,و,وَ
7251,71,ردت,رَدّ
7251,72,سحبت,سَحَب
7251,73,ايدي,اِيد
7251,74,و,وَ
7251,75,لما,لَمّا
7251,76,ظهرت,ظَهَر
7251,77,الابرة,اِبرَة
7251,78,و,وَ
7251,79,قربتها,قَرَّب
7251,80,من,مِن
7251,81,ايدي,اِيد
7251,82,جاتني,جا
7251,83,دوخة,دَوخَة
7251,84,قوية,قُوِي
7251,85,.,.
7251,86,.,.
7251,87,.,.
7251,88,و,وَ
7251,89,اسودت,اِسوَدّ
7251,90,الدنيا,دِنيا
7251,91,فعيني,عَين
7252,0,،,،
7253,0,فتحت,فَتَح
7253,1,عيني,عَين
7253,2,عصوت,صَوت
7253,3,غريب,غَرِيب
7253,4,:,:
7253,5,عندها,عِند
7253,6,فقر,فَقر
7253,7,دم,دَم
7253,8,حاد,حادّ
7253,9,ولازم,لازِم
7253,10,تاخذ,اَخِذ
7253,11,فيتامينات,فِيتامِين
7253,12,شقايل,شقايل
7253,13,مهملين,مُهمِل
7253,14,ها,ها
7253,15,الشي,شَي
7254,0,:,:
7254,1,شفت,شاف
7254,2,بنفسك,نَفس
7254,3,اغمى,اُغمَى
7254,4,عليها,عَلَى
7254,5,من,مِن
7254,6,وخزة,وَخزَة
7254,7,الابرة,اِبرَة
7254,8,ما,ما
7254,9,نقدر,قَدَر
7254,10,نوديها,وَدَّى
7254,11,المستشفى,مِستَشفَى
7254,12,عشان,عَشان
7254,13,فحص,فَحص
7254,14,دم,دَم
7254,15,بترفض,رَفَض
7255,0,:,:
7255,1,عالعموم,عُمُوم
7255,2,باكتب,كَتَب
7255,3,لها,لِ
7255,4,عادوية,دَوا
7255,5,و,وَ
7255,6,لازم,لازِم
7255,7,تاخذهم,اَخِذ
7255,8,باستمرار,اِستِمرار
7255,9,و,وَ
7255,10,كل,كِلّ
7255,11,شهر,شَهر
7255,12,لازم,لازِم
7255,13,تراجعنا,راجَع
7256,0,:,:
7256,1,ما,ما
7256,2,اضمن,ضَمَن
7256,3,لك,لِ
7257,0,:,:
7257,1,حاولوا,حاوَل
7257,2,ترى,تَرَى
7257,3,فقر,فَقر
7257,4,الدم,دَم
7257,5,حاله,حال
7257,6,حال,حال
7257,7,اي,اَيّ
7257,8,مرض,مَرَض
7257,9,يبا,بَغَى
7257,10,له,لِ
7257,11,علاج,عِلاج
7258,0,:,:
7258,1,ان,اِن
7258,2,شاء,شاء
7258,3,الله,اللّٰه
7259,0,:,:
7259,1,خلص,خَلَّص
7259,2,السيروم,سَيرُوم
7259,3,باخلي,خَلَّى
7259,4,الممرضة,مُمَرِّض
7259,5,تيجي,جا
7259,6,تشيله,شَلّ
7259,7,و,وَ
7259,8,ان,اِن
7259,9,شاء,شاء
7259,10,الله,اللّٰه
7259,11,ما,ما
7259,12,عليها,عَلَى
7259,13,شر,شَرّ
7260,0,:,:
7260,1,تسلم,سَلَّم
7261,0,رديت,رَدّ
7261,1,سكرت,سَكَّر
7261,2,عيني,عَين
7261,3,لأني,اَنّ
7261,4,سمعته,سَمَع
7261,5,يقول,قال
7261,6,بتجي,جا
7261,7,الممرضة,مُمَرِّض
7261,8,تشيل,شَلّ
7261,9,السيروم,سَيرُوم
7261,10,ما,ما
7261,11,ابي,بِغِي
7261,12,اشوف,شاف
7261,13,الابرة,اِبرَة
7261,14,.,.
7261,15,.,.
7261,16,و,وَ
7261,17,عرفت,عَرَف
7261,18,انه,اِنّ
7261,19,خذوا,اَخِذ
7261,20,مني,مِن
7261,21,دم,دَم
7261,22,عشان,عَشان
7261,23,يسووا,سَوَّى
7261,24,لي,لِ
7261,25,فحص,فَحص
7261,26,عادي,عادِي
7261,27,لأنه,اَنّ
7261,28,منصور,مَنصُور
7261,29,طلب,طَلَب
7261,30,منهم,مِن
7261,31,ها,ها
7261,32,الشي,شَي
7261,33,.,.
7261,34,.,.
7261,35,ظهرنا,ظَهَر
7261,36,بعد,بَعِد
7261,37,ما,ما
7261,38,خذت,اَخِذ
7261,39,ادويتي,دَواء
7261,40,و,وَ
7261,41,رجعنا,رَجَع
7261,42,البيت,بَيت
7261,43,كلت,اَكَل
7261,44,و,وَ
7261,45,خذت,اَخِذ
7261,46,ادويتي,دَواء
7261,47,و,وَ
7261,48,انا,اَنا
7261,49,مزاجي,مِزاج
7261,50,زفت,زِفت
7261,51,ما,ما
7261,52,لي,لِ
7261,53,خلق,خُلق
7261,54,حد,حَدّ
7261,55,.,.
7261,56,.,.
7261,57,و,وَ
7261,58,منيرة,مِنِيرَة
7261,59,جالسة,جالِس
7261,60,و,وَ
7261,61,الفون,فَون
7261,62,فاذنها,اُذُن
7261,63,ترمس,رَمَس
7261,64,عريس,عَرِيس
7261,65,الغفلة,غَفلَة
7261,66,.,.
7261,67,.,.
7261,68,كان,كان
7261,69,خاطري,خاطِر
7261,70,افلعها,فَلَّع
7261,71,ضحكها,ضِحك
7261,72,ينرفزني,نَرفَز
7261,73,و,وَ
7261,74,اعرف,عَرَف
7261,75,شو,شُو
7261,76,مقصدها,مَقصِد
7261,77,من,مِن
7261,78,ها,ها
7261,79,الشي,شَي
7261,80,و,وَ
7261,81,فجأة,فَجأَة
7261,82,قررت,قَرَّر
7261,83,اني,اِنّ
7261,84,اروح,راح
7261,85,بيت,بَيت
7261,86,جدوه,جَد
7261,87,هب,هُب
7261,88,متحملة,مِتحَمِّل
7261,89,اجلس,جَلَس
7261,90,هني,هِنِي
7261,91,ما,ما
7261,92,ادري,دَرَى
7261,93,ليش,لَيش
7261,94,اعرف,عَرَف
7261,95,مزاجي,مِزاج
7261,96,وقت,وَقِت
7261,97,مرضي,مَرَض
7261,98,.,.
7261,99,.,.
7261,100,.,.
7261,101,ترجيت,تِرَجَّى
7261,102,منصور,مَنصُور
7261,103,اللي,اِللِي
7261,104,عارض,عارَض
7261,105,عاساس,اَساس
7261,106,اني,اِنّ
7261,107,مريضة,مَرِيض
7261,108,بس,بَسّ
7261,109,لحيت,لَحَّ
7261,110,عليه,عَلَى
7261,111,و,وَ
7261,112,اخر,اخِر
7261,113,شي,شَي
7261,114,شالني,شَلّ
7261,115,ووداني,وَدَّى
7261,116,هناك,هِناك
7261,117,و,وَ
7261,118,كل,كِلّ
7261,119,ها,ها
7261,120,بدون,دُون
7261,121,ما,ما
7261,122,اخبر,خَبَّر
7261,123,جدوه,جَد
7261,124,و,وَ
7261,125,كانت,كان
7261,126,الساعة,ساعَة
7261,127,تقريبا,تَقرِيب
7261,128,4,ضIگIط
7261,129,العصر,عَصر
7261,130,.,.
7261,131,.,.
7261,132,دخلت,دَخَل
7261,133,البيت,بَيت
7261,134,و,وَ
7261,135,انا,اَنا
7261,136,اترنح,تِرَنَّح
7261,137,بعدني,بَعِد
7261,138,تعبانة,تَعبان
7261,139,محتاجة,مِحتاج
7261,140,راحة,راحَة
7261,141,.,.
7261,142,.,.
7262,0,فجأة,فَجأَة
7262,1,وقفت,وَقَف
7262,2,فالنص,نُصّ
7262,3,الحوش,حَوش
7262,4,و,وَ
7262,5,انا,اَنا
7262,6,اتذكر,تِذَكَّر
7262,7,ها,ها
7262,8,المكان,مَكان
7262,9,اللي,اِللِي
7262,10,انسحبت,اِنسَحَب
7262,11,فيه,فِي
7262,12,بين,بَين
7262,13,ايدين,اِيد
7262,14,ذاك,ذاكَ
7262,15,الشخص,شَخص
7262,16,.,.
7262,17,.,.
7262,18,نزلن,نِزَل
7262,19,دموعي,دَمع
7262,20,بدون,دُون
7262,21,ما,ما
7262,22,احس,حَسّ
7262,23,انا,اَنا
7262,24,تعبانة,تَعبان
7262,25,و,وَ
7262,26,فوق,فَوق
7262,27,هذا,هَذا
7262,28,هو,هُوَ
7262,29,دخل,دَخَل
7262,30,تفكيري,تَفكِير
7262,31,احس,حَسّ
7262,32,جسمي,جِسم
7262,33,هب,هُب
7262,34,شايلني,شايِل
7262,35,ابي,بِغِي
7262,36,اطيح,طاح
7262,37,ابي,بِغِي
7262,38,اهتمام,اِهتِمام
7262,39,زايد,زايِد
7262,40,.,.
7262,41,.,.
7262,42,هيه,هَيه
7262,43,انا,اَنا
7262,44,طماعة,طَمّاع
7262,45,ابي,بِغِي
7262,46,اهتمام,اِهتِمام
7262,47,زايد,زايِد
7262,48,زايد,زايِد
7262,49,زايد,زايِد
7262,50,عن,عَن
7262,51,اللزوم,لُزُوم
7262,52,.,.
7262,53,.,.
7262,54,سكرت,سَكَّر
7262,55,عيوني,عَين
7262,56,و,وَ
7262,57,استسلمت,اِستَسلَم
7262,58,للارض,اَرض
7262,59,.,.
7262,60,.,.
7263,0,محتاجة,مِحتاج
7263,1,لخوفها,خَوف
7263,2,علي,عَلَى
7263,3,محتاجة,مِحتاج
7263,4,لها,لِ
7263,5,هي,هِيَ
7263,6,بالذات,ذات
7263,7,.,.
7263,8,.,.
7263,9,ما,ما
7263,10,حسيت,حَسّ
7263,11,بلذة,لَذَّة
7263,12,اهتمامها,اِهتِمام
7263,13,ما,ما
7263,14,كنت,كان
7263,15,استوعب,اِستَوعَب
7263,16,بهذاك,هَذاك
7263,17,العمر,عُمر
7263,18,.,.
7263,19,.,.
7263,20,اللي,اِللِي
7263,21,ابيه,بِغِي
7263,22,اكبر,اَكبَر
7263,23,من,مِن
